section,Kelompok Umur,Warna Label,Kuota Squad,Tanggal Lahir,Participant ID,Divisi,Tim,Tanggal Block
participants,6,,,,22,Grading,267,
participants,6,,,,22,Grading,267,
participants,6,,,,22,Grading,267,
participants,8,,,,22,Grading,268,
participants,8,,,,22,Grading,268,
participants,8,,,,22,Grading,268,
participants,8,,,,22,Grading,268,
participants,8,,,,22,Grading,268,
participants,8,,,,22,Grading,268,
participants,1,,,,29,Grading,312,
participants,1,,,,29,Grading,312,
participants,1,,,,29,Grading,312,
participants,1,,,,29,Grading,312,
participants,1,,,,29,Grading,312,
participants,1,,,,29,Grading,312,
participants,2,,,,29,Grading,313,
participants,2,,,,29,Grading,313,
participants,2,,,,29,Grading,313,
participants,2,,,,29,Grading,313,
participants,2,,,,29,Grading,313,
participants,2,,,,29,Grading,313,
participants,3,,,,29,Grading,314,
participants,3,,,,29,Grading,314,
participants,3,,,,29,Grading,314,
participants,3,,,,29,Grading,314,
participants,3,,,,29,Grading,314,
participants,3,,,,29,Grading,314,
participants,4,,,,29,Grading,315,
participants,4,,,,29,Grading,315,
participants,4,,,,29,Grading,315,
participants,4,,,,29,Grading,315,
participants,4,,,,29,Grading,315,
participants,4,,,,29,Grading,315,
participants,5,,,,29,Grading,316,
participants,5,,,,29,Grading,316,
participants,5,,,,29,Grading,316,
participants,5,,,,29,Grading,316,
participants,5,,,,29,Grading,316,
participants,5,,,,29,Grading,316,
participants,7,,,,29,Grading,317,
participants,7,,,,29,Grading,317,
participants,7,,,,29,Grading,317,
participants,7,,,,29,Grading,317,
participants,7,,,,29,Grading,317,
participants,7,,,,29,Grading,317,
participants,3,,,,9,Grading,227,
participants,3,,,,9,Grading,227,
participants,3,,,,9,Grading,227,
participants,3,,,,9,Grading,227,
participants,3,,,,9,Grading,227,
participants,3,,,,9,Grading,227,
participants,2,,,,30,Grading,237,
participants,2,,,,30,Grading,237,
participants,2,,,,30,Grading,237,
participants,2,,,,30,Grading,237,
participants,3,,,,30,Grading,239,
participants,3,,,,30,Grading,239,
participants,3,,,,30,Grading,239,
participants,3,,,,30,Grading,239,
participants,3,,,,30,Grading,240,
participants,3,,,,30,Grading,240,
participants,3,,,,30,Grading,240,
participants,3,,,,30,Grading,240,
participants,1,,,,30,Grading,236,
participants,1,,,,30,Grading,236,
participants,1,,,,30,Grading,236,
participants,1,,,,30,Grading,236,
participants,4,,,,30,Grading,241,
participants,4,,,,30,Grading,241,
participants,4,,,,30,Grading,241,
participants,4,,,,30,Grading,241,
participants,4,,,,30,Grading,241,
participants,4,,,,30,Grading,241,
participants,7,,,,9,Grading,230,
participants,7,,,,9,Grading,230,
participants,7,,,,9,Grading,230,
participants,7,,,,9,Grading,230,
participants,7,,,,9,Grading,230,
participants,7,,,,9,Grading,230,
participants,2,,,,8,Grading,245,
participants,2,,,,8,Grading,245,
participants,2,,,,8,Grading,245,
participants,2,,,,8,Grading,246,
participants,2,,,,8,Grading,246,
participants,2,,,,8,Grading,246,
participants,1,,,,13,Grading,307,
participants,1,,,,13,Grading,307,
participants,1,,,,13,Grading,307,
participants,2,,,,13,Grading,308,
participants,4,,,,13,Grading,311,
participants,4,,,,13,Grading,311,
participants,3,,,,13,Grading,309,
participants,3,,,,13,Grading,309,
participants,3,,,,13,Grading,310,
participants,3,,,,13,Grading,310,
participants,3,,,,3,Grading,330,
participants,3,,,,3,Grading,330,
participants,3,,,,3,Grading,330,
participants,3,,,,3,Grading,330,
participants,3,,,,8,Grading,247,
participants,3,,,,8,Grading,247,
participants,3,,,,8,Grading,247,
participants,5,,,,2,Grading,334,
participants,5,,,,2,Grading,334,
participants,5,,,,2,Grading,334,
participants,2,,,,3,Grading,329,
participants,2,,,,3,Grading,329,
participants,2,,,,3,Grading,329,
participants,2,,,,3,Grading,329,
participants,2,,,,37,Grading,339,
participants,2,,,,37,Grading,339,
participants,2,,,,37,Grading,339,
participants,2,,,,37,Grading,339,
participants,2,,,,37,Grading,339,
participants,2,,,,37,Grading,339,
participants,5,,,,8,Grading,251,
participants,5,,,,8,Grading,251,
participants,5,,,,8,Grading,251,
participants,5,,,,8,Grading,251,
participants,5,,,,8,Grading,251,
participants,5,,,,8,Grading,251,
participants,4,,,,8,Grading,248,
participants,4,,,,8,Grading,248,
participants,4,,,,8,Grading,248,
participants,4,,,,8,Grading,248,
participants,4,,,,8,Grading,248,
participants,4,,,,8,Grading,248,
participants,5,,,,8,Grading,250,
participants,5,,,,8,Grading,250,
participants,5,,,,8,Grading,250,
participants,5,,,,8,Grading,250,
participants,5,,,,8,Grading,250,
participants,5,,,,8,Grading,250,
participants,1,,,,56,Grading,352,
participants,1,,,,56,Grading,352,
participants,1,,,,56,Grading,352,
participants,2,,,,56,Grading,353,
participants,2,,,,56,Grading,353,
participants,2,,,,56,Grading,353,
participants,1,,,,2,Grading,332,
participants,6,,,,66,Grading,374,
participants,6,,,,66,Grading,374,
participants,6,,,,66,Grading,374,
participants,6,,,,66,Grading,374,
participants,6,,,,66,Grading,374,
participants,6,,,,66,Grading,374,
participants,3,,,,2,Grading,333,
participants,2,,,,9,Grading,226,
participants,2,,,,9,Grading,226,
participants,2,,,,9,Grading,226,
participants,2,,,,9,Grading,226,
participants,2,,,,9,Grading,226,
participants,2,,,,9,Grading,226,
participants,1,,,,8,Grading,244,
participants,1,,,,8,Grading,244,
participants,1,,,,8,Grading,244,
participants,2,,,,59,Grading,359,
participants,2,,,,59,Grading,359,
participants,2,,,,59,Grading,359,
participants,2,,,,59,Grading,359,
participants,4,,,,59,Grading,361,
participants,4,,,,59,Grading,361,
participants,4,,,,59,Grading,361,
participants,4,,,,59,Grading,361,
participants,3,,,,16,Grading,290,
participants,3,,,,16,Grading,290,
participants,3,,,,16,Grading,290,
participants,3,,,,16,Grading,290,
participants,3,,,,16,Grading,290,
participants,3,,,,16,Grading,290,
participants,2,,,,16,Grading,289,
participants,2,,,,16,Grading,289,
participants,2,,,,16,Grading,289,
participants,2,,,,16,Grading,289,
participants,2,,,,16,Grading,289,
participants,2,,,,16,Grading,289,
participants,2,,,,67,Grading,375,
participants,2,,,,67,Grading,375,
participants,2,,,,67,Grading,375,
participants,2,,,,67,Grading,375,
participants,2,,,,67,Grading,375,
participants,2,,,,67,Grading,375,
participants,2,,,,57,Grading,354,
participants,2,,,,57,Grading,354,
participants,2,,,,57,Grading,354,
participants,2,,,,57,Grading,354,
participants,2,,,,57,Grading,354,
participants,2,,,,57,Grading,354,
participants,2,,,,53,Grading,335,
participants,2,,,,53,Grading,335,
participants,2,,,,53,Grading,335,
participants,2,,,,53,Grading,335,
participants,2,,,,53,Grading,335,
participants,2,,,,53,Grading,335,
participants,5,,,,57,Grading,355,
participants,5,,,,57,Grading,355,
participants,5,,,,57,Grading,355,
participants,5,,,,57,Grading,355,
participants,5,,,,57,Grading,355,
participants,4,,,,27,Grading,322,
participants,4,,,,27,Grading,322,
participants,4,,,,27,Grading,322,
participants,4,,,,27,Grading,322,
participants,4,,,,27,Grading,322,
participants,4,,,,27,Grading,322,
participants,6,,,,55,Grading,350,
participants,6,,,,55,Grading,350,
participants,6,,,,55,Grading,350,
participants,6,,,,55,Grading,350,
participants,6,,,,55,Grading,350,
participants,6,,,,55,Grading,350,
participants,4,,,,60,Grading,365,
participants,4,,,,60,Grading,365,
participants,4,,,,60,Grading,365,
participants,4,,,,60,Grading,365,
participants,4,,,,60,Grading,365,
participants,4,,,,60,Grading,365,
participants,3,,,,60,Grading,364,
participants,3,,,,60,Grading,364,
participants,3,,,,60,Grading,364,
participants,3,,,,60,Grading,364,
participants,3,,,,60,Grading,364,
participants,3,,,,60,Grading,364,
participants,2,,,,60,Grading,363,
participants,2,,,,60,Grading,363,
participants,2,,,,60,Grading,363,
participants,2,,,,60,Grading,363,
participants,2,,,,60,Grading,363,
participants,2,,,,60,Grading,363,
participants,1,,,,60,Grading,362,
participants,1,,,,60,Grading,362,
participants,1,,,,60,Grading,362,
participants,1,,,,60,Grading,362,
participants,1,,,,60,Grading,362,
participants,1,,,,60,Grading,362,
participants,3,,,,1,Grading,253,
participants,3,,,,1,Grading,253,
participants,3,,,,1,Grading,253,
participants,1,,,,37,Grading,338,
participants,1,,,,37,Grading,338,
participants,1,,,,37,Grading,338,
participants,1,,,,37,Grading,338,
participants,1,,,,37,Grading,338,
participants,1,,,,37,Grading,338,
participants,1,,,,18,Grading,254,
participants,1,,,,18,Grading,254,
participants,1,,,,18,Grading,254,
participants,1,,,,18,Grading,254,
participants,1,,,,18,Grading,254,
participants,1,,,,18,Grading,254,
participants,1,,,,73,Grading,318,
participants,2,,,,54,Grading,347,
participants,2,,,,54,Grading,347,
participants,2,,,,54,Grading,347,
participants,3,,,,54,Grading,348,
participants,3,,,,54,Grading,348,
participants,3,,,,54,Grading,348,
participants,5,,,,54,Grading,349,
participants,5,,,,54,Grading,349,
participants,5,,,,54,Grading,349,
participants,1,,,,21,Grading,301,
participants,2,,,,21,Grading,302,
participants,2,,,,21,Grading,303,
participants,6,,,,62,Grading,368,
participants,6,,,,62,Grading,368,
participants,6,,,,62,Grading,368,
participants,6,,,,62,Grading,368,
participants,1,,,,36,Grading,299,
participants,1,,,,36,Grading,299,
participants,1,,,,36,Grading,299,
participants,1,,,,36,Grading,299,
participants,1,,,,36,Grading,299,
participants,1,,,,36,Grading,299,
participants,2,,,,36,Grading,300,
participants,2,,,,36,Grading,300,
participants,2,,,,36,Grading,300,
participants,2,,,,36,Grading,300,
participants,2,,,,36,Grading,300,
participants,2,,,,36,Grading,300,
participants,4,,,,63,Grading,369,
participants,4,,,,63,Grading,369,
participants,4,,,,63,Grading,369,
participants,5,,,,63,Grading,370,
participants,5,,,,63,Grading,370,
participants,5,,,,63,Grading,370,
participants,6,,,,63,Grading,371,
participants,6,,,,63,Grading,371,
participants,6,,,,63,Grading,371,
participants,4,,,,18,Grading,257,
participants,4,,,,18,Grading,257,
participants,4,,,,18,Grading,257,
participants,4,,,,18,Grading,257,
participants,4,,,,18,Grading,257,
participants,4,,,,18,Grading,257,
participants,5,,,,18,Grading,258,
participants,5,,,,18,Grading,258,
participants,5,,,,18,Grading,258,
participants,5,,,,18,Grading,258,
participants,5,,,,18,Grading,258,
participants,5,,,,18,Grading,258,
participants,2,,,,71,Grading,382,
participants,2,,,,71,Grading,382,
participants,3,,,,14,Grading,324,
participants,3,,,,14,Grading,324,
participants,2,,,,18,Grading,255,
participants,2,,,,18,Grading,255,
participants,2,,,,18,Grading,255,
participants,2,,,,18,Grading,255,
participants,2,,,,18,Grading,255,
participants,2,,,,18,Grading,255,
participants,3,,,,18,Grading,256,
participants,3,,,,18,Grading,256,
participants,3,,,,18,Grading,256,
participants,3,,,,18,Grading,256,
participants,3,,,,18,Grading,256,
participants,3,,,,18,Grading,256,
participants,1,,,,26,Grading,326,
participants,1,,,,26,Grading,326,
participants,1,,,,26,Grading,326,
participants,1,,,,26,Grading,326,
participants,1,,,,26,Grading,326,
participants,1,,,,26,Grading,326,
participants,2,,,,26,Grading,327,
participants,2,,,,26,Grading,327,
participants,2,,,,26,Grading,327,
participants,2,,,,26,Grading,327,
participants,2,,,,26,Grading,327,
participants,2,,,,26,Grading,327,
participants,3,,,,26,Grading,328,
participants,3,,,,26,Grading,328,
participants,3,,,,26,Grading,328,
participants,3,,,,26,Grading,328,
participants,3,,,,26,Grading,328,
participants,3,,,,26,Grading,328,
participants,1,,,,73,Grading,385,
participants,1,,,,73,Grading,385,
participants,1,,,,73,Grading,385,
participants,1,,,,73,Grading,385,
participants,1,,,,73,Grading,385,
participants,2,,,,73,Grading,386,
participants,2,,,,73,Grading,386,
participants,2,,,,73,Grading,386,
participants,2,,,,73,Grading,386,
participants,3,,,,25,Grading,346,
participants,3,,,,25,Grading,346,
participants,3,,,,25,Grading,346,
participants,3,,,,25,Grading,346,
participants,3,,,,6,Grading,331,
participants,3,,,,6,Grading,331,
participants,3,,,,6,Grading,331,
participants,3,,,,6,Grading,331,
participants,3,,,,6,Grading,331,
participants,3,,,,6,Grading,331,
participants,4,,,,14,Grading,325,
participants,4,,,,14,Grading,325,
participants,4,,,,14,Grading,325,
participants,4,,,,14,Grading,325,
participants,1,,,,53,B,393,
participants,1,,,,53,B,393,
participants,1,,,,53,B,393,
participants,1,,,,53,B,393,
participants,1,,,,53,B,393,
participants,1,,,,53,B,393,
participants,1,,,,64,A,372,
participants,1,,,,64,A,372,
participants,1,,,,64,A,372,
participants,1,,,,64,A,372,
participants,1,,,,64,A,372,
participants,1,,,,64,A,372,
participants,2,,,,34,A,341,
participants,2,,,,34,A,341,
participants,2,,,,34,A,341,
participants,3,,,,34,Grading,343,
participants,3,,,,34,Grading,343,
participants,3,,,,34,Grading,343,
participants,3,,,,31,C,336,
participants,3,,,,31,C,336,
participants,3,,,,31,C,336,
participants,3,,,,31,C,336,
participants,3,,,,31,C,336,
participants,3,,,,31,C,336,
participants,4,,,,31,A,337,
participants,4,,,,31,A,337,
participants,4,,,,31,A,337,
participants,4,,,,31,A,337,
participants,4,,,,31,A,337,
participants,4,,,,31,A,337,
participants,2,,,,73,E,345,
participants,2,,,,73,E,345,
participants,2,,,,73,E,345,
participants,1,,,,34,B,340,
participants,1,,,,34,B,340,
participants,1,,,,34,B,340,
participants,3,,,,34,A,342,
participants,3,,,,34,A,342,
participants,3,,,,34,A,342,
participants,3,,,,73,A,387,
participants,3,,,,73,A,387,
participants,4,,,,9,C,228,
participants,4,,,,9,C,228,
participants,5,,,,9,B,229,
participants,5,,,,9,B,229,
participants,JSC LEAGUE & CUP 2026,,,,2026,2025-01-01,2026-05-31,
participants,20,,,,35,1,272,
participants,73,,,,21,1,301,
participants,36,,,,11,1,291,
participants,37,,,,35,1,270,
participants,2,,,,35,1,273,
participants,11,,,,13,1,307,
participants,35,,,,9,2,226,
participants,65,,,,21,2,303,
participants,11,,,,36,2,300,
participants,67,,,,5,2,259,
participants,59,,,,54,2,347,
participants,43,,,,11,2,295,
participants,63,,,,55,6,350,
participants,59,,,,61,4,367,
participants,20,,,,13,4,311,
participants,35,,,,14,5,383,
participants,73,,,,20,2,319,
participants,35,,,,13,2,308,
participants,37,,,,21,2,302,
participants,73,,,,20,3,320,
participants,25,,,,11,3,296,
participants,9,,,,35,3,281,
participants,13,,,,11,3,297,
participants,13,,,,16,3,290,
participants,54,,,,35,3,280,
participants,2,,,,14,3,324,
participants,34,,,,61,3,366,
participants,35,,,,34,2,341,
participants,35,,,,11,1,291,
participants,35,,,,56,1,352,
participants,35,,,,26,1,326,
participants,2,,,,13,1,307,
participants,20,,,,36,1,299,
participants,37,,,,34,1,340,
participants,34,,,,53,2,335,
participants,21,,,,20,2,319,
participants,73,,,,35,2,277,
participants,65,,,,18,2,255,
participants,11,,,,21,2,303,
participants,3,,,,35,2,276,
participants,36,,,,56,2,353,
participants,26,,,,67,2,375,
participants,43,,,,54,2,347,
participants,20,,,,34,3,342,
participants,3,,,,11,3,296,
participants,11,,,,31,4,337,
participants,13,,,,5,4,261,
participants,27,,,,20,4,321,
participants,72,,,,62,6,368,
participants,35,,,,25,3,346,
participants,1,,,,14,3,324,
participants,54,,,,73,3,387,
participants,35,,,,26,3,328,
participants,5,,,,31,3,336,
participants,11,,,,2,3,333,
participants,11,,,,64,1,372,
participants,8,,,,13,1,307,
participants,22,,,,29,1,312,
participants,60,,,,11,1,292,
participants,10,,,,20,1,318,
participants,18,,,,56,1,352,
participants,29,,,,8,2,245,
participants,30,,,,13,2,308,
participants,22,,,,11,2,293,
participants,37,,,,20,2,319,
participants,60,,,,57,2,354,
participants,53,,,,21,2,302,
participants,56,,,,11,2,294,
participants,21,,,,3,2,329,
participants,11,,,,71,2,382,
participants,16,,,,5,2,259,
participants,8,,,,30,2,238,
participants,29,,,,22,3,264,
participants,69,,,,22,8,268,
participants,10,,,,8,4,248,
participants,2,,,,22,5,266,
participants,8,,,,29,5,316,
participants,55,,,,22,6,267,
participants,66,,,,69,6,376,
participants,3,,,,20,3,320,
participants,73,,,,11,3,296,
participants,8,,,,30,3,239,
participants,14,,,,11,3,297,
participants,2,,,,13,3,310,
participants,13,,,,30,3,240,
participants,61,,,,60,3,364,
participants,10,,,,11,1,291,
participants,53,,,,22,1,262,
participants,73,,,,36,1,299,
participants,56,,,,60,1,362,
participants,53,,,,73,2,386,
participants,29,,,,57,2,354,
participants,8,,,,60,2,363,
participants,9,,,,22,2,263,
participants,11,,,,65,2,373,
participants,71,,,,59,2,359,
participants,11,,,,8,2,246,
participants,36,,,,16,2,289,
participants,30,,,,9,3,227,
participants,6,,,,60,3,364,
participants,61,,,,13,3,309,
participants,30,,,,16,3,290,
participants,9,,,,29,7,317,
participants,22,,,,10,5,306,
participants,9,,,,8,5,251,
participants,29,,,,57,5,355,
participants,22,,,,69,6,376,
participants,66,,,,72,6,384,
participants,55,,,,62,6,368,
participants,29,,,,26,1,326,
participants,8,,,,11,1,292,
participants,22,,,,1,3,253,
participants,8,,,,5,3,260,
participants,26,,,,31,3,336,
participants,3,,,,73,3,387,
participants,29,,,,13,3,310,
participants,61,,,,60,4,365,
participants,27,,,,13,4,311,
participants,8,,,,9,4,228,
participants,11,,,,30,4,241,
participants,14,,,,31,4,337,
participants,22,,,,5,4,261,
participants,10,,,,59,4,361,
participants,11,,,,67,2,375,
participants,73,,,,20,1,318,
participants,60,,,,13,1,307,
participants,11,,,,18,1,254,
participants,11,,,,21,1,301,
participants,34,,,,30,1,236,
participants,22,,,,26,1,326,
participants,10,,,,35,1,272,
participants,36,,,,64,1,372,
participants,8,,,,35,1,273,
participants,53,,,,35,1,270,
participants,35,,,,21,2,302,
participants,26,,,,36,2,300,
participants,5,,,,11,2,294,
participants,8,,,,59,2,359,
participants,21,,,,22,2,263,
participants,18,,,,35,2,276,
participants,60,,,,35,2,274,
participants,73,,,,34,2,341,
participants,3,,,,11,2,293,
participants,13,,,,8,2,245,
participants,57,,,,30,2,237,
participants,30,,,,11,2,295,
participants,43,,,,71,2,382,
participants,67,,,,16,2,289,
participants,35,,,,11,3,296,
participants,11,,,,1,3,253,
participants,18,,,,22,3,264,
participants,25,,,,20,3,320,
participants,16,,,,60,3,364,
participants,26,,,,8,3,247,
participants,34,,,,3,3,330,
participants,35,,,,30,3,239,
participants,30,,,,61,3,366,
participants,68,,,,22,8,268,
participants,10,,,,61,4,367,
participants,27,,,,22,4,265,
participants,63,,,,14,4,325,
participants,59,,,,60,4,365,
participants,18,,,,11,4,298,
participants,22,,,,18,5,258,
participants,63,,,,14,5,383,
participants,8,,,,8,5,250,
participants,63,,,,62,6,368,
participants,72,,,,22,6,267,
participants,36,,,,21,1,301,
participants,34,,,,22,1,262,
participants,11,,,,2,1,332,
participants,60,,,,18,1,254,
participants,26,,,,53,1,393,
participants,64,,,,35,1,272,
participants,30,,,,37,1,338,
participants,8,,,,56,1,352,
participants,34,,,,20,2,319,
participants,65,,,,22,2,263,
participants,60,,,,30,2,237,
participants,30,,,,43,2,345,
participants,53,,,,37,2,339,
participants,35,,,,8,2,245,
participants,57,,,,13,2,308,
participants,35,,,,11,2,293,
participants,18,,,,21,2,303,
participants,8,,,,54,2,347,
participants,16,,,,26,2,327,
participants,14,,,,22,3,264,
participants,13,,,,1,3,253,
participants,5,,,,26,3,328,
participants,13,,,,60,3,364,
participants,54,,,,34,3,342,
participants,34,,,,16,3,290,
participants,35,,,,20,3,320,
participants,2,,,,18,3,256,
participants,31,,,,35,3,281,
participants,10,,,,60,4,365,
participants,20,,,,22,4,265,
participants,30,,,,18,4,257,
participants,63,,,,31,4,337,
participants,59,,,,8,4,248,
participants,35,,,,22,5,266,
participants,8,,,,54,5,349,
participants,57,,,,8,5,250,
participants,2,,,,18,5,258,
participants,63,,,,10,5,306,
participants,63,,,,22,6,267,
participants,72,,,,69,6,376,
participants,21,,,,64,1,372,
participants,53,,,,37,1,338,
participants,56,,,,11,1,292,
participants,8,,,,60,1,362,
participants,35,,,,22,1,262,
participants,35,,,,36,1,299,
participants,35,,,,18,1,254,
participants,9,,,,3,2,329,
participants,71,,,,54,2,347,
participants,8,,,,57,2,354,
participants,13,,,,60,2,363,
participants,22,,,,18,2,255,
participants,11,,,,16,2,289,
participants,36,,,,5,2,259,
participants,11,,,,59,2,359,
participants,56,,,,67,2,375,
participants,37,,,,35,2,277,
participants,35,,,,30,2,237,
participants,35,,,,65,2,373,
participants,1,,,,2,3,333,
participants,61,,,,16,3,290,
participants,8,,,,9,3,227,
participants,22,,,,11,3,297,
participants,11,,,,54,3,348,
participants,6,,,,13,3,309,
participants,18,,,,14,3,324,
participants,18,,,,63,4,369,
participants,9,,,,61,4,367,
participants,8,,,,60,4,365,
participants,18,,,,14,5,383,
participants,8,,,,54,5,349,
participants,2,,,,63,5,370,
participants,57,,,,8,5,251,
participants,69,,,,63,6,371,
participants,63,,,,30,4,241,
participants,63,,,,18,5,258,
participants,72,,,,55,6,350,
participants,66,,,,63,6,371,
participants,64,,,,10,1,304,
participants,37,,,,29,1,312,
participants,21,,,,35,1,272,
participants,34,,,,35,1,270,
participants,60,,,,35,1,273,
participants,34,,,,37,2,339,
participants,29,,,,13,2,308,
participants,11,,,,54,2,347,
participants,18,,,,9,2,226,
participants,30,,,,8,2,245,
participants,8,,,,71,2,382,
participants,35,,,,20,2,319,
participants,57,,,,35,2,274,
participants,21,,,,35,2,276,
participants,18,,,,1,3,253,
participants,61,,,,6,3,331,
participants,2,,,,29,3,314,
participants,31,,,,9,3,227,
participants,25,,,,3,3,330,
participants,11,,,,34,3,342,
participants,73,,,,35,3,280,
participants,35,,,,8,3,247,
participants,14,,,,11,4,298,
participants,30,,,,31,4,337,
participants,2,,,,10,5,306,
participants,63,,,,18,5,258,
participants,66,,,,55,6,350,
participants,29,,,,29,7,317,
participants,68,,,,69,8,377,
participants,34,,,,13,3,309,
participants,10,,,,73,1,385,
participants,20,,,,21,1,301,
participants,29,,,,35,1,270,
participants,22,,,,30,1,236,
participants,35,,,,11,1,292,
participants,2,,,,60,1,362,
participants,18,,,,13,1,307,
participants,26,,,,34,1,340,
participants,21,,,,73,2,386,
participants,3,,,,18,2,255,
participants,29,,,,60,2,363,
participants,9,,,,65,2,373,
participants,26,,,,11,2,294,
participants,22,,,,35,2,276,
participants,71,,,,30,2,238,
participants,9,,,,26,3,328,
participants,22,,,,2,3,333,
participants,1,,,,29,3,314,
participants,18,,,,11,3,297,
participants,60,,,,30,3,240,
participants,6,,,,34,3,343,
participants,3,,,,54,3,348,
participants,34,,,,35,3,280,
participants,30,,,,5,3,260,
participants,5,,,,27,4,322,
participants,18,,,,14,4,325,
participants,9,,,,60,4,365,
participants,2,,,,14,5,383,
participants,9,,,,54,5,349,
participants,10,,,,35,5,285,
participants,22,,,,66,6,374,
participants,63,,,,72,6,384,
participants,55,,,,69,6,376,
participants,9,,,,29,7,394,
participants,22,,,,68,8,378,
participants,36,,,,10,1,304,
participants,22,,,,37,1,338,
participants,30,,,,35,1,270,
participants,13,,,,35,1,273,
participants,11,,,,73,1,385,
participants,53,,,,29,1,312,
participants,8,,,,2,1,332,
participants,64,,,,20,1,318,
participants,34,,,,21,2,302,
participants,5,,,,26,2,327,
participants,73,,,,37,2,339,
participants,30,,,,54,2,347,
participants,35,,,,29,2,313,
participants,53,,,,20,2,319,
participants,18,,,,11,2,293,
participants,36,,,,67,2,375,
participants,31,,,,8,3,247,
participants,13,,,,22,3,264,
participants,54,,,,20,3,320,
participants,26,,,,30,3,239,
participants,34,,,,30,3,240,
participants,25,,,,34,3,342,
participants,5,,,,35,3,281,
participants,11,,,,29,3,314,
participants,31,,,,18,4,257,
participants,10,,,,9,4,228,
participants,13,,,,22,4,265,
participants,18,,,,10,5,306,
participants,14,,,,22,5,266,
participants,9,,,,29,5,316,
participants,54,,,,57,5,355,
participants,35,,,,2,5,334,
participants,3,,,,16,D,290,
participants,3,,,,13,D,309,
participants,3,,,,61,D,366,
participants,3,,,,34,D,343,
participants,2,,,,20,A,319,
participants,2,,,,73,A,386,
participants,2,,,,13,B,308,
participants,2,,,,35,B,274,
participants,2,,,,9,C,226,
participants,2,,,,35,C,276,
participants,2,,,,21,B,303,
